_id,telkinio_pav,m_vietos_pav,data,vandens_temp,suspend_medziagos,sarmingumas,deguon_istirpes,ph,elektr_laidis
4002dada-e3b7-4749-8f8a-4057ee032734,NERIS,Neris aukščiau Kauno,2020-05-05,14.0,12.0,4.1,9.8,8.9,464.0
48e4a3e7-c1e1-449b-bbc9-ea97a14575a8,NERIS,Neris ties Buivydžiais,2020-06-01,15.2,9.7,3.5,9.95,8.48,420.0
bd25bf02-034f-4b77-91f7-a569bf5ee319,NERIS,Neris aukščiau Panerių,2020-06-01,15.6,11.0,3.4,11.67,8.78,413.0
0030c589-3a58-47ea-a8b6-ca2b8c898312,NERIS,Neris aukščiau Kauno,2020-06-02,18.2,13.0,3.7,12.1,8.3,429.0
572c71f8-a225-416c-92d9-90c49cc19e6a,NERIS,Neris žemiau santakos su Žiežmara,2020-07-08,20.3,6.8,3.8,8.9,8.3,434.0
a4059b3e-9a6f-4af3-84f0-98ad291433e2,NERIS,Neris aukščiau Panerių,2020-07-13,17.8,4.0,5.0,8.13,8.27,372.0
4df74777-c433-482c-b872-8d5146fcefbf,NERIS,Neris ties Buivydžiais,2020-07-13,18.5,3.3,3.9,10.04,8.27,385.0
f6e2f8c2-e198-4b56-a919-a90191d0ad16,NERIS,Neris aukščiau Kauno,2020-07-14,19.4,3.3,4.0,11.6,8.5,463.0
a796a4ad-10a6-4071-a5e9-e7ef1dd004d0,NERIS,Neris aukščiau Panerių,2020-08-03,19.6,2.0,3.7,7.03,8.28,417.0
27972342-a804-42db-a234-699fc6bf0d27,NERIS,Neris ties Buivydžiais,2020-08-03,18.9,2.1,3.3,7.18,8.21,413.0
ce83bf49-4695-4643-adff-6fd44413a057,NERIS,Neris aukščiau Kauno,2020-08-04,21.1,2.1,4.0,12.5,8.6,462.0
e1f5bd13-dc84-4037-ad5d-12ce4aa3f170,NERIS,Neris ties Buivydžiais,2020-09-07,17.0,2.1,3.7,9.2,8.3,410.0
0d7e2ec5-7ea4-40d8-aef0-bae29d0e85e7,NERIS,Neris aukščiau Panerių,2020-09-07,17.5,4.4,3.1,9.6,8.41,427.0
066e1995-f430-4222-8289-c5c85e879a85,NERIS,Neris aukščiau Kauno,2020-09-08,16.3,4.4,4.1,11.5,8.7,461.0
f9d5b8a8-4425-4494-afb5-a4182512e2ed,NERIS,Neris žemiau santakos su Žiežmara,2020-09-30,14.3,5.9,4.2,12.5,8.6,449.0
5e916058-916a-4d4a-8f6f-3c934c12e4b2,NERIS,Neris aukščiau Panerių,2020-10-05,14.1,5.3,3.9,9.37,8.3,436.0
ad9f5df5-788a-49a2-be80-accf7fac4bab,NERIS,Neris ties Buivydžiais,2020-10-05,13.7,6.7,3.4,7.95,8.21,425.0
d83e65f7-e289-4541-9979-f35865c05529,NERIS,Neris aukščiau Kauno,2020-10-06,15.1,4.2,4.6,11.2,8.5,498.0
43570b42-ca0b-4e69-a0ae-bf61f43fccbf,NERIS,Neris aukščiau Panerių,2020-11-09,8.0,2.5,3.5,12.09,8.42,393.0
35f55c02-9d74-4196-a084-631261d1484c,NERIS,Neris ties Buivydžiais,2020-11-09,7.9,2.5,3.6,11.05,8.52,424.0
1a36a94f-b158-409e-8192-310a62d315c7,NERIS,Neris aukščiau Kauno,2020-11-10,7.7,3.7,4.3,12.7,8.4,500.0
43ff382a-85bb-4acd-8309-ed94a544473f,NERIS,Neris aukščiau Panerių,2020-12-07,1.1,3.7,3.6,13.64,7.94,426.0
8d42185a-1119-437b-b573-d1380e43a245,NERIS,Neris ties Buivydžiais,2020-12-07,0.8,3.3,4.0,13.69,8.12,428.0
fd149125-e884-417b-aa54-6d58427d8a23,NERIS,Neris aukščiau Kauno,2020-12-08,1.4,4.8,4.6,13.1,8.5,570.0
254a87dc-177a-4c30-9e9a-8eaf2e64962a,NERIS,Neris aukščiau Panerių,2021-01-04,1.6,3.8,3.6,13.76,8.24,437.0
f08b5650-53d4-4c39-94ff-bcd583f1b3f9,NERIS,Neris ties Buivydžiais,2021-01-04,1.3,2.6,3.9,13.61,8.12,438.0
441079b7-e1e3-4df0-8403-a7b73fb286ec,NERIS,Neris aukščiau Kauno,2021-01-05,1.9,5.5,4.4,14.4,8.4,533.0
790c716a-b60d-4c7f-bfdf-db21a020e827,NERIS,Neris žemiau Tuščiaulių,2021-02-01,0.1,4.1,3.4,10.63,7.86,415.0
5e8fd27f-1868-44cc-a483-e805ae00c88e,NERIS,Neris ties Buivydžiais,2021-02-01,0.1,2.6,3.6,11.83,7.65,464.0
5cad24e7-00a4-48f5-9083-76fda0d7a884,NERIS,Neris aukščiau Panerių,2021-02-01,0.1,12.0,3.4,11.15,8.05,480.0
10880054-011e-4851-a835-824aae960006,NERIS,Neris aukščiau Kauno,2021-02-02,0.2,3.1,4.4,12.6,8.4,538.0
e1039df0-c724-4de1-8c2b-cd4540f15e4e,NERIS,Neris aukščiau Panerių,2021-03-01,0.2,26.0,3.3,11.67,7.89,462.0
c4fe43b8-d670-4025-9b85-0e4672bca964,NERIS,Neris ties Buivydžiais,2021-03-01,0.2,8.3,3.7,11.08,7.79,461.0
340cb13d-b8c3-49e1-b21a-ad33ee6fe19c,NERIS,Neris aukščiau Kauno,2021-03-02,0.7,30.0,3.7,13.4,8.0,500.0
79b48772-149a-4bad-9d52-f7ab429e83df,NERIS,Neris ties Buivydžiais,2021-04-12,7.7,4.5,3.4,10.96,8.17,430.0
673477cc-130c-4a37-a631-7a95e7aa9923,NERIS,Neris aukščiau Panerių,2021-04-12,7.9,6.1,3.3,11.14,8.21,435.0
7ad2453b-bd9b-4fb7-acb2-d8db850f1366,NERIS,Neris aukščiau Kauno,2021-04-13,8.4,5.4,4.3,13.3,8.6,494.0
4952f165-4651-46b3-b8fa-a73043e129b3,NERIS,Neris aukščiau Panerių,2021-04-22,8.4,5.4,4.3,13.3,8.6,494.0
db084673-5b89-43a7-a8bf-260ae14f3cbf,NERIS,Neris aukščiau Panerių,2021-05-03,10.4,26.0,3.2,9.97,8.12,407.0
53f25d01-e610-4c45-b166-97955127d32c,NERIS,Neris ties Buivydžiais,2021-05-03,9.7,4.3,3.5,10.14,8.22,395.0
89c8b008-0f65-4f7a-8726-bdddafcdc403,NERIS,Neris žemiau Tuščiaulių,2021-05-03,9.8,4.7,3.3,10.28,8.23,386.0
715a286a-585a-4e4c-aa0e-a550602246e9,NERIS,Neris aukščiau Kauno,2021-05-04,9.2,20.0,4.4,12.3,8.5,485.0
9601fa7f-ad45-4a5c-85b5-7acf9f53295c,NERIS,Neris ties Buivydžiais,2021-06-07,18.5,12.0,3.2,9.85,8.2,423.0
52492df0-af1e-4b1a-bff8-0a7c052e77e9,NERIS,Neris aukščiau Panerių,2021-06-07,19.4,10.0,3.5,9.89,8.36,420.0
b71c1282-b494-400a-bc4e-92b236bfb3f0,NERIS,Neris aukščiau Kauno,2021-06-08,20.2,31.0,4.5,9.3,8.3,598.0
2e2dd437-c033-41bd-9c4e-45e2ba8b213f,NERIS,Neris ties Buivydžiais,2021-07-12,25.399999999999995,13.0,3.3,9.47,8.51,400.0
7797c77a-ca10-49e1-afea-f53dcbb9316f,NERIS,Neris aukščiau Panerių,2021-07-12,26.0,12.0,3.4,9.9,8.6,414.0
43396d93-e8a9-4f5d-bed5-353d1eb1d485,NERIS,Neris aukščiau Kauno,2021-07-13,24.4,8.4,4.0,9.8,8.3,579.0
3c83d83a-5d31-4aad-ac1c-f6dd886c5c67,NERIS,Neris aukščiau Panerių,2021-08-02,20.2,10.0,3.2,8.27,7.88,368.0
1dae84c1-6cef-4c4e-9053-b00976014adb,NERIS,Neris ties Buivydžiais,2021-08-02,21.2,4.1,3.0,7.96,8.17,400.0
e915304d-46eb-48ae-9fa4-b746caa1fd44,NERIS,Neris žemiau Tuščiaulių,2021-08-02,21.1,4.1,3.6,8.14,8.04,390.0
b507be04-6a63-4de7-a345-58a87b41e6e6,NERIS,Neris aukščiau Kauno,2021-08-03,19.7,12.0,4.1,8.1,8.5,436.0
ff7b5787-29c1-456b-932c-47c715501eab,NERIS,Neris aukščiau Panerių,2021-09-06,13.4,7.0,3.5,9.77,8.46,445.0
f829176f-145a-4656-a65a-f069f975d65f,NERIS,Neris ties Buivydžiais,2021-09-06,12.8,7.2,3.5,9.1,8.34,430.0
525131f7-8133-4b14-895e-a7884684d959,NERIS,Neris aukščiau Kauno,2021-09-07,13.4,5.4,4.7,9.6,8.4,482.0
961e7bf6-5353-4ff7-ad64-ba4c138eb06b,NERIS,Neris ties Buivydžiais,2021-10-04,10.4,4.6,3.4,10.08,8.2,434.0
d3d5399e-eb64-4c07-b331-6005732e45e4,NERIS,Neris aukščiau Panerių,2021-10-04,10.6,5.8,3.4,10.96,8.36,438.0
79d95382-68a9-4c2a-8521-d415fd9a8355,NERIS,Neris žemiau Tuščiaulių,2021-10-04,10.0,4.4,3.4,10.12,8.29,420.0
9372fab9-6fdf-41a9-993f-4d59c805e9be,NERIS,Neris aukščiau Kauno,2021-10-05,11.3,18.0,6.9,11.4,8.5,842.0
1bdcf41f-e1b2-4bb1-b111-9dbe1da204f1,NERIS,Neris ties Buivydžiais,2021-11-08,7.1,3.1,3.3,10.09,8.48,437.0
92aac768-2440-4823-838e-037aee10b1f2,NERIS,Neris aukščiau Panerių,2021-11-08,7.5,6.4,3.5,10.36,8.23,441.0
e69a2ffa-00ad-4bd4-87de-fa041e56474a,NERIS,Neris aukščiau Kauno,2021-11-09,6.1,6.7,4.5,10.1,8.2,491.0
c81b0116-f3fc-4528-83fb-4460e1411de6,NERIS,Neris ties Buivydžiais,2021-12-06,0.8,4.1,3.4,12.72,8.11,438.0
57b82d73-70ff-438c-9c8d-113fc10e174b,NERIS,Neris aukščiau Panerių,2021-12-06,1.0,5.5,3.5,13.15,8.15,448.0
cb0f3f6e-5da7-4ef7-8927-74c05fb89608,NERIS,Neris aukščiau Kauno,2021-12-07,0.6,11.0,4.6,14.7,8.5,521.0
28f00d69-1ddf-4f65-976f-5c7462978527,NERIS,Neris aukščiau Panerių,2022-01-03,0.4,22.0,3.3,12.26,7.49,472.0
52a4bef7-5697-4b7a-a416-c3cef23a5269,NERIS,Neris ties Buivydžiais,2022-01-03,0.2,4.3,3.5,12.96,7.99,439.0
809b08f7-87ae-41dd-b8e5-7248d8af72d7,NERIS,Neris aukščiau Kauno,2022-01-04,1.0,43.0,4.0,13.7,8.5,476.0
03613eb4-088a-4029-b11a-dd9d8f790dfc,NERIS,Neris aukščiau Kauno,2022-01-17,0.6,43.0,4.0,12.4,8.2,479.0
2b4e4c0e-9994-45f6-842f-6736531afce4,NERIS,Neris aukščiau Panerių,2022-01-19,0.6,43.0,4.0,12.4,8.2,479.0
76a2aae0-2306-48c5-b020-ab546461e070,NERIS,Neris ties Buivydžiais,2022-01-19,0.6,43.0,4.0,12.4,8.2,479.0
a70c1c29-8463-40b4-9965-32da03052b41,NERIS,Neris ties Buivydžiais,2022-02-07,1.2,3.8,3.6,12.9,8.24,433.0
0b66dbbd-177a-4dad-84bd-9196407fe238,NERIS,Neris aukščiau Panerių,2022-02-07,1.25,7.0,3.5,13.23,7.88,468.0
22b5d8c2-b83b-45b0-8170-64df741a321b,NERIS,Neris aukščiau Kauno,2022-02-08,1.4,15.0,4.0,16.3,8.2,477.0
4fdda0a9-1b6f-4e26-b763-b8347cfabd54,NERIS,Neris aukščiau Kauno,2022-02-28,2.4,15.0,4.0,13.9,8.3,392.0
7c664552-bced-460b-a869-244685083646,NERIS,Neris aukščiau Panerių,2022-03-07,1.3,4.9,3.1,13.29,7.61,405.0
c024a1f9-df32-493d-8d73-80b3dde5ec50,NERIS,Neris ties Buivydžiais,2022-03-07,1.5,3.9,3.2,12.96,7.21,414.0
83cdd64c-3111-48eb-a4ad-bf530c38ba62,NERIS,Neris aukščiau Kauno,2022-03-08,1.6,3.9,3.7,14.2,8.5,447.0
88178d22-21b1-4c77-a46e-e099c2d7f5ad,NERIS,Neris aukščiau Kauno,2022-03-15,3.3,3.9,3.7,13.6,8.4,470.0
c3ad7d60-2db1-41b1-832a-9a651336156c,NERIS,Neris aukščiau Panerių,2022-03-16,3.3,3.9,3.7,13.6,8.4,470.0
62763a95-92ae-40e9-9f91-f4481233ee95,NERIS,Neris ties Buivydžiais,2022-03-16,3.3,3.9,3.7,13.6,8.4,470.0
963f83da-3f4c-47f0-b370-e652c0e2835f,NERIS,Neris aukščiau Panerių,2022-04-04,4.2,3.2,3.1,13.5,8.23,406.0
bf6354aa-dbb4-42e2-82f5-8d52d78b7ef5,NERIS,Neris ties Buivydžiais,2022-04-04,4.1,3.5,3.3,13.01,8.27,405.0
ca3dde78-4daf-4691-a703-3349755018a2,NERIS,Neris aukščiau Kauno,2022-04-05,4.2,3.7,4.1,13.8,8.6,451.0
dd1127fd-90e9-4b07-b280-1c461707e8f2,NERIS,Neris aukščiau Panerių,2022-04-12,4.2,3.7,4.1,13.8,8.6,451.0
ba369a7a-fed2-4936-85fd-676696c67d0c,NERIS,Neris aukščiau Kauno,2022-04-12,8.8,3.7,4.1,14.6,8.6,443.0
6ff3789b-d6f1-477b-8118-0ee7b09d336b,NERIS,Neris ties Buivydžiais,2022-04-12,8.8,3.7,4.1,14.6,8.6,443.0
f16a4251-6b13-47aa-9c51-e621514eb06a,NERIS,Neris aukščiau Panerių,2022-05-02,10.8,6.3,3.0,10.86,8.07,384.0
8a569cfa-e49d-4c92-8170-7a908787cd6c,NERIS,Neris ties Buivydžiais,2022-05-02,10.9,6.7,3.0,10.45,8.01,380.0
f95519b3-dd75-491f-8fbb-39676ce6d1e1,NERIS,Neris aukščiau Kauno,2022-05-03,10.9,12.0,3.9,11.6,8.4,432.0
7433267a-5c9f-410c-a19a-ed3822668fcc,NERIS,Neris aukščiau Kauno,2022-05-05,11.1,12.0,3.9,11.4,8.4,439.0
1da07856-8934-4fce-9b74-4d4937766ad2,NERIS,Neris aukščiau Panerių,2022-05-10,11.1,12.0,3.9,11.4,8.4,439.0
5f4c4378-9639-4182-abf2-d0b477d2c907,NERIS,Neris ties Buivydžiais,2022-05-10,11.1,12.0,3.9,11.4,8.4,439.0
34620845-bdde-4878-8b59-fdd8206730dc,NERIS,Neris aukščiau Kauno,2022-05-10,13.1,12.0,3.9,13.9,8.5,443.0
980c9c25-58de-4d2f-928d-ffac27a7b6d1,NERIS,Neris aukščiau Panerių,2022-06-06,16.6,10.0,3.1,9.89,8.21,402.0
70519376-ac00-4f40-bdaf-e16eff53adf5,NERIS,Neris ties Buivydžiais,2022-06-06,16.6,10.0,3.3,9.18,7.97,401.0
147db68b-ae93-4281-a815-45a81afbacb6,NERIS,Neris aukščiau Kauno,2022-06-07,18.1,15.0,4.2,11.9,8.2,453.0
8eb1e1b3-c4b3-402d-ad82-4371cf1ce654,NERIS,Neris aukščiau Kauno,2022-06-09,18.9,15.0,4.2,10.3,8.2,484.0
24791afb-a27d-49c9-bb59-a10cd4e9c474,NERIS,Neris aukščiau Kauno,2022-06-14,17.5,15.0,4.2,6.6,7.9,487.0
4c9cd3b2-73fe-410e-b85e-3e2cd5ac9088,NERIS,Neris aukščiau Panerių,2022-06-14,17.5,15.0,4.2,6.6,7.9,487.0
9eea73f1-3a88-4011-8e4c-c25b5df8d98c,NERIS,Neris ties Buivydžiais,2022-06-14,17.5,15.0,4.2,6.6,7.9,487.0
3a4e2aaa-2c21-46c7-8d43-681004586df5,NERIS,Neris ties Buivydžiais,2022-07-11,19.8,5.0,3.2,7.99,7.76,402.0
344bcb04-018a-4e5a-8489-e90e45bb3e8a,NERIS,Neris aukščiau Panerių,2022-07-11,19.7,6.9,3.2,8.51,7.48,405.0
08bdd687-c10d-45af-a387-2f24a4c90859,NERIS,Neris ties Buivydžiais,2022-07-12,19.7,6.9,3.2,8.51,7.48,405.0
f5eedbe4-ab9d-4fa8-a896-d63a4d3be8d6,NERIS,Neris aukščiau Panerių,2022-07-12,19.7,6.9,3.2,8.51,7.48,405.0
eef68bea-3519-4693-9a7d-aa3c71249d54,NERIS,Neris aukščiau Kauno,2022-07-12,19.1,11.0,4.5,7.8,8.3,469.0
3630ab51-4944-4474-a57a-9866ab53acdd,NERIS,Neris aukščiau Kauno,2022-07-13,20.7,11.0,4.5,9.8,8.3,447.0
ed3f6be9-1529-49c5-b48b-da15fc6025ae,NERIS,Neris ties Buivydžiais,2022-08-01,18.7,4.6,3.4,7.49,7.07,414.0
11cc7cf7-ad12-4e94-ab80-74855fed466f,NERIS,Neris aukščiau Panerių,2022-08-01,18.7,3.6,3.5,8.1,7.18,419.0
f321361f-bf62-49a3-a933-875fb1868cc5,NERIS,Neris aukščiau Kauno,2022-08-02,18.7,4.1,4.4,8.6,8.3,470.0
8b08d484-63b3-4760-98b2-34bc1e76cb5b,NERIS,Neris ties Buivydžiais,2022-08-09,18.7,4.1,4.4,8.6,8.3,470.0
06b17fa8-b892-454b-8401-8628048089c1,NERIS,Neris aukščiau Panerių,2022-08-09,18.7,4.1,4.4,8.6,8.3,470.0
121031f7-a475-40df-bb3b-7fa78557af4b,NERIS,Neris aukščiau Kauno,2022-08-10,20.5,4.1,4.4,9.4,8.5,465.0
9d09e252-a7c7-46c9-be6f-06bb22b311f7,NERIS,Neris ties Buivydžiais,2022-09-05,14.7,3.4,3.4,11.7,7.92,406.0
7482b04f-a22b-4f39-b2be-a0b3e0324c2e,NERIS,Neris aukščiau Panerių,2022-09-05,14.9,3.1,3.5,11.98,7.69,412.0
909b51d7-ebd4-4d0d-a523-8dfcc580a084,NERIS,Neris aukščiau Kauno,2022-09-06,15.7,4.5,2.8,10.8,8.4,467.0
5fe2eb9d-4283-4fad-be77-d86ed927019a,NERIS,Neris aukščiau Kauno,2022-09-08,13.6,4.5,2.8,10.8,8.4,471.0
5b18315a-2a17-47e1-a316-ef13d4389cda,NERIS,Neris ties Buivydžiais,2022-09-27,13.6,4.5,2.8,10.8,8.4,471.0
74313dde-6eeb-4f2a-a0d7-2e708121f73e,NERIS,Neris aukščiau Panerių,2022-09-27,13.6,4.5,2.8,10.8,8.4,471.0
baea4c68-d16f-4e57-9c05-02267acec41b,NERIS,Neris aukščiau Kauno,2022-09-28,11.6,4.5,2.8,10.9,8.6,464.0
c75cd0d6-56e9-4237-94d2-5c4a9c0d6556,NERIS,Neris ties Buivydžiais,2022-10-03,9.2,4.6,3.3,9.99,7.64,426.0
39b4d365-70e4-4d99-8d5a-a874ee12a6d1,NERIS,Neris aukščiau Panerių,2022-10-03,9.5,3.1,3.5,10.2,7.91,435.0
66f4790c-e4b0-4787-a184-bdb38eb4a787,NERIS,Neris aukščiau Kauno,2022-10-04,9.7,5.1,4.4,10.6,8.6,474.0
f5c4f8b4-0f39-4c34-bebd-dc316f56976f,NERIS,Neris aukščiau Kauno,2022-10-06,9.7,5.1,4.4,11.3,8.6,458.0
9fd9892c-8524-40d8-a251-8ee213e2e58e,NERIS,Neris aukščiau Kauno,2022-10-10,9.3,5.1,4.4,10.4,8.5,470.0
0ec89286-5a94-4402-ba50-da330a0bd8b7,NERIS,Neris ties Buivydžiais,2022-10-11,9.3,5.1,4.4,10.4,8.5,470.0
abf950b8-631c-4374-8bb4-753bca9aede8,NERIS,Neris aukščiau Panerių,2022-10-11,9.3,5.1,4.4,10.4,8.5,470.0
bf539029-0eff-4f2f-ae20-4be719f1cc81,NERIS,Neris aukščiau Panerių,2022-11-07,7.3,2.6,3.5,11.05,8.17,424.0
5e648aa9-bd54-4943-b864-c5dc63daf13b,NERIS,Neris ties Buivydžiais,2022-11-07,7.0,3.1,3.4,10.73,8.15,423.0
78bf0118-5a58-4f3b-8cdf-c23afde0c328,NERIS,Neris aukščiau Kauno,2022-11-08,7.6,3.1,4.4,11.7,8.5,487.0
4162ed81-bfa9-49c6-a1af-da7ebb27700f,NERIS,Neris aukščiau Panerių,2022-12-05,0.3,4.5,3.8,13.04,7.86,451.0
0718a03d-854b-4a3a-b9a3-69e5ff3c2523,NERIS,Neris ties Buivydžiais,2022-12-05,0.2,2.9,4.0,13.29,7.78,461.0
f5baa0b0-283f-4b3b-ab04-a74a74d5eaff,NERIS,Neris aukščiau Kauno,2022-12-06,0.4,3.7,4.3,13.4,8.3,607.0
a8657ab8-57b5-46f7-b83d-16cb3d385f45,NERIS,Neris aukščiau Panerių,2022-12-13,0.4,3.7,4.3,13.4,8.3,607.0
fcc36a31-88e5-4af9-b326-5d2520b754ef,NERIS,Neris ties Buivydžiais,2022-12-13,0.4,3.7,4.3,13.4,8.3,607.0
c4ebe529-e23e-41b0-9720-dd16c4c94baa,NERIS,Neris aukščiau Kauno,2022-12-14,0.5,3.7,4.3,14.8,8.2,547.0
